user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
LI1_2nd_4:bin_000001	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.07	11	0.6836	N/A
LI1_2nd_4:bin_000003	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	95.47	11	0.95716	N/A
LI1_2nd_4:bin_000010	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_028689545.1, s__Parabacteroides sp028689545, 95.0, 81.46, 0.213; GCF_000012845.1, s__Parabacteroides distasonis, 95.0, 81.13, 0.223; GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 81.06, 0.193; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 80.82, 0.173; GCF_947855115.1, s__Parabacteroides sp947855115, 95.0, 79.92, 0.17	91.98	11	0.97816	N/A
LI1_2nd_4:bin_000019	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivipollensis	GCF_010974825.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivipollensis	97.16	0.811	GCF_010974825.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivipollensis	97.16	0.811	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_023093515.1, s__Aeromonas sp023093515, 95.0, 95.35, 0.766; GCF_000819985.1, s__Aeromonas media, 95.0, 93.94, 0.711; GCF_000820085.1, s__Aeromonas sanarellii, 95.0, 90.51, 0.657; GCF_900637545.1, s__Aeromonas encheleia, 95.0, 90.31, 0.573; GCF_000764655.1, s__Aeromonas aquatica, 95.0, 90.12, 0.565; GCF_000820165.1, s__Aeromonas taiwanensis, 95.0, 89.96, 0.612; GCF_000819785.1, s__Aeromonas caviae, 95.0, 89.88, 0.615; GCF_002812985.1, s__Aeromonas lusitana, 95.0, 89.86, 0.534; GCF_000819745.1, s__Aeromonas bestiarum, 95.0, 89.7, 0.488; GCF_000820185.1, s__Aeromonas tecta, 95.0, 89.62, 0.5; GCF_000819865.1, s__Aeromonas eucrenophila, 95.0, 89.51, 0.563; GCF_000820305.1, s__Aeromonas dhakensis, 95.0, 89.39, 0.477; GCF_000014805.1, s__Aeromonas hydrophila, 95.0, 89.34, 0.472; GCF_000820005.1, s__Aeromonas piscicola, 95.26, 89.2, 0.43; GCF_000819765.1, s__Aeromonas bivalvium, 95.0, 89.16, 0.44; GCF_001643305.1, s__Aeromonas salmonicida, 95.0, 88.35, 0.409; GCF_000820025.1, s__Aeromonas popoffii, 95.0, 88.19, 0.402; GCF_000819685.1, s__Aeromonas allosaccharophila, 95.0, 88.12, 0.341; GCF_000820045.1, s__Aeromonas rivuli, 95.0, 87.96, 0.311; GCF_000819845.1, s__Aeromonas enteropelogenes, 95.0, 87.77, 0.372; GCF_000764645.1, s__Aeromonas finlandensis, 95.0, 87.72, 0.331; GCF_000820225.1, s__Aeromonas veronii, 95.0, 87.63, 0.351; GCF_019048265.1, s__Aeromonas veronii_A, 95.0, 87.59, 0.34; GCF_000819885.1, s__Aeromonas fluvialis, 95.0, 87.44, 0.348; GCF_000820145.1, s__Aeromonas sobria, 95.0, 87.44, 0.31; GCF_000819955.1, s__Aeromonas jandaei, 95.64, 87.34, 0.33; GCF_000764665.1, s__Aeromonas lacus, 95.0, 87.32, 0.337; GCF_000819725.1, s__Aeromonas australiensis, 95.0, 87.23, 0.334; GCF_006243315.1, s__Aeromonas sobria_A, 95.0, 87.21, 0.292; GCF_000388115.1, s__Aeromonas molluscorum, 95.0, 86.55, 0.256; GCA_945957575.1, s__Aeromonas sp945957575, 95.0, 86.54, 0.334; GCF_000820105.1, s__Aeromonas schubertii, 95.0, 84.98, 0.151	82.54	11	N/A	N/A
LI1_2nd_4:bin_000022	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__UBA3830;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__UBA3830;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.99	11	0.86607	N/A
LI1_2nd_4:bin_000024	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.48	11	0.82663	N/A
LI1_2nd_4:bin_000026	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.98	11	0.95394	N/A
LI1_2nd_4:bin_000034	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron_A	GCA_019412825.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron_A	97.58	0.751	GCA_019412825.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron_A	97.58	0.751	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 94.89, 0.658; GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 93.9, 0.369; GCA_019415065.1, s__Bacteroides sp019415065, 95.0, 92.19, 0.256; GCA_947038155.1, s__Bacteroides sp947038155, 95.0, 89.48, 0.433; GCF_900106755.1, s__Bacteroides faecis, 95.0, 88.04, 0.548; GCA_948847595.1, s__Bacteroides sp948847595, 95.0, 87.67, 0.373; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 86.24, 0.316; GCF_900761785.1, s__Bacteroides sp900761785, 95.0, 82.98, 0.198; GCF_958387885.1, s__Bacteroides sp019412865, 95.0, 80.95, 0.151; GCF_012113595.1, s__Bacteroides faecium, 95.0, 80.76, 0.152; GCF_002222615.2, s__Bacteroides caccae, 95.0, 80.61, 0.188; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 80.28, 0.166	79.36	11	N/A	N/A
LI1_2nd_4:bin_000035	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900552405	GCF_020091405.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900552405	98.42	0.766	GCF_020091405.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900552405	98.42	0.766	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000513195.1, s__Bacteroides timonensis, 95.0, 94.89, 0.552; GCF_028539415.1, s__Bacteroides cellulosilyticus, 95.0, 93.44, 0.607; GCA_900759525.1, s__Bacteroides sp900759525, 95.0, 93.16, 0.62; GCF_959601035.1, s__Bacteroides sp900557355, 95.0, 88.61, 0.492; GCF_000172175.1, s__Bacteroides intestinalis, 96.89, 88.29, 0.46; GCF_902364365.1, s__Bacteroides sp900556215, 95.0, 87.66, 0.412; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 86.94, 0.398; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 86.71, 0.391; GCF_905207245.1, s__Bacteroides sp905207245, 95.0, 85.72, 0.328; GCA_947071285.1, s__Bacteroides sp947071285, 95.0, 84.69, 0.293; GCA_905215555.1, s__Bacteroides sp905215555, 95.0, 84.66, 0.344; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 84.26, 0.284	79.66	11	N/A	N/A
LI1_2nd_4:bin_000036	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CABUKU01;s__CABUKU01 sp902492205	GCA_902492205.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CABUKU01;s__CABUKU01 sp902492205	97.5	0.824	GCA_902492205.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CABUKU01;s__CABUKU01 sp902492205	97.5	0.824	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	80.54	11	N/A	N/A
LI1_2nd_4:bin_000037	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Stoquefichus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000455285.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Stoquefichus;s__Stoquefichus massiliensis	86.35	0.459	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Stoquefichus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001244545.1, s__Stoquefichus sp001244545, 95.0, 83.01, 0.284	78.09	11	0.98494	N/A
LI1_2nd_4:bin_000041	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.66	11	0.94519	N/A
LI1_2nd_4:bin_000045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__IOR16;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__IOR16;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	68.56	11	0.88572	N/A
LI1_2nd_4:bin_000052	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	67.65	11	0.97685	N/A
LI1_2nd_4:bin_000063	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025149125.1, s__Enterocloster asparagiformis, 95.0, 85.05, 0.166; GCF_003024655.1, s__Enterocloster lavalensis, 95.0, 84.84, 0.182; GCA_018380885.1, s__Enterocloster sp900555905, 95.0, 84.49, 0.163	52.33	11	0.95939	N/A
LI1_2nd_4:bin_000071	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	48.5	11	0.94631	N/A
LI1_2nd_4:bin_000074	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii_A	GCF_002025815.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii_A	98.42	0.7	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_002025815.1, s__Clostridium baratii_A, 95.0, 98.42, 0.7; GCF_900461085.1, s__Clostridium baratii, 95.0, 94.79, 0.657; GCF_016907995.1, s__Clostridium sardiniense, 95.0, 82.24, 0.164	47.45	11	N/A	Genome has more than 12.5% of markers with multiple hits
LI1_2nd_5:bin_000007	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.74	11	0.92899	N/A
LI1_2nd_5:bin_000013	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__DTU072;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__DTU072;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.54	11	0.7782	N/A
LI1_2nd_5:bin_000023	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.61	11	0.67871	N/A
LI1_2nd_5:bin_000026	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.06	11	0.94242	N/A
LI1_2nd_5:bin_000031	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.99	11	0.86232	N/A
LI1_2nd_5:bin_000032	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.24	11	0.92402	N/A
LI1_2nd_5:bin_000037	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.58	11	0.94903	N/A
LI1_2nd_5:bin_000069	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	60.02	11	0.7738	N/A
LI1_2nd_5:bin_000073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	53.49	11	0.84943	N/A
LI1_2nd_5:bin_000074	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000426765.1, s__Vibrio litoralis, 95.0, 89.92, 0.316; GCF_021726515.1, s__Vibrio sp021726515, 95.0, 89.71, 0.318; GCF_002218005.2, s__Vibrio algivorus, 95.0, 88.55, 0.228; GCF_002218045.2, s__Vibrio rumoiensis, 95.0, 88.45, 0.253	51.14	11	0.97978	N/A
LI1_2nd_6:bin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.08	0.849	GCF_000006945.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.08	0.849	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0, 94.91, 0.746; GCA_900478215.1, s__Salmonella houtenae, 95.0, 94.56, 0.784; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.05, 0.77; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.29, 0.742	98.31	11	N/A	N/A
LI1_2nd_6:bin_000026	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	54.44	11	0.8118	N/A
LI1_2nd_7:bin_000001	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	N/A	N/A	N/A	N/A	N/A	GCF_001403635.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina massiliamazoniense	82.09	0.215	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	96.43	11	0.97344	N/A
LI1_2nd_7:bin_000005	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.29	11	0.94788	N/A
LI1_2nd_7:bin_000008	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__CAMQRS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__CAMQRS01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.4	11	0.91988	N/A
LI1_2nd_7:bin_000009	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.64	11	0.95105	N/A
LI1_2nd_7:bin_000011	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.68	11	0.92152	N/A
LI1_2nd_7:bin_000012	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.29	11	0.95888	N/A
LI1_2nd_7:bin_000014	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__Merdimorpha;s__Merdimorpha sp938023515	GCA_938023515.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__Merdimorpha;s__Merdimorpha sp938023515	95.96	0.931	GCA_938023515.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__Merdimorpha;s__Merdimorpha sp938023515	95.96	0.931	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__Merdimorpha;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_959608625.1, s__Merdimorpha sp959608625, 95.0, 89.92, 0.793	96.19	11	N/A	N/A
LI1_2nd_7:bin_000016	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.76	11	0.88315	N/A
LI1_2nd_7:bin_000019	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.74	11	0.97543	N/A
LI1_2nd_7:bin_000020	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__CABVBB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__CABVBB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.94	11	0.90273	N/A
LI1_2nd_7:bin_000033	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__	N/A	N/A	N/A	N/A	N/A	GCA_022835495.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella sp900543285	87.08	0.422	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019119025.1, s__Fournierella excrementigallinarum, 95.0, 82.93, 0.153	85.78	11	0.96904	N/A
LI1_2nd_7:bin_000038	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides_B;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.55	11	0.95421	N/A
LI1_2nd_7:bin_000040	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	N/A	N/A	N/A	N/A	N/A	GCA_030825115.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp030825115	81.02	0.192	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	82.86	11	0.97918	N/A
